"SCFA","gene","relFreq_zeroTPM","relFreq_min10TPM","min_tpmAbd","mean_tpmAbd","median_tpmAbd","max_tpmAbd","model","model_deviance","model_meanAbsResid","freshInt_effect","freshInt_se","freshInt_pvalue","pastInt_effect","pastInt_se","pastInt_pvalue","phaseEffect","genderEffect","ageEffect","bmiEffect","ZIhurdle_freshInt_effect","ZIhurdle_freshInt_se","ZIhurdle_freshInt_pvalue","ZIhurdle_pastInt_effect","ZIhurdle_pastInt_se","ZIhurdle_pastInt_pvalue","ZIhurdle_phaseEffect","ZIhurdle_genderEffect","ZIhurdle_ageEffect","ZIhurdle_bmiEffect","logit_enoughObservationsAbove10TPMforEstimation","logit_modelDeviance","logit_tpmThreshold","logit_freshInt_effect","logit_freshInt_se","logit_freshInt_pvalue","logit_pastInt_effect","logit_pastInt_se","logit_pastInt_pvalue","logit_phaseEffect","logit_genderEffect","logit_ageEffect","logit_bmiEffect","freshInt_pvalue_correct","pastInt_pvalue_correct","ZIhurdle_freshInt_pvalue_correct","ZIhurdle_pastInt_pvalue_correct","logit_freshInt_pvalue_correct","logit_pastInt_pvalue_correct"
"Acetate","K01060",0,0.9006,2.4445,20.9807,18.7026,66.3189,"log-Gaussian",0.6053,NA,0.0308,0.0465,0.5082,-0.0837,0.0464,0.0722,-0.0269,-0.0239,0.002,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5101,18.7026,-0.0366,0.3512,0.9169,-0.2856,0.3473,0.4109,-0.3677,-0.2947,-0.0028,0.0056,0.8053,0.4699,NA,NA,0.9997,NA
NA,"K01066",0,0.997,8.8405,50.2478,49.4775,104.916,"log-Gaussian",0.7018,NA,-0.0353,0.0305,0.2485,-0.0529,0.0305,0.0838,0.0335,-0.1331,-0.0038,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5079,49.4775,-0.3964,0.3498,0.2571,-0.5659,0.349,0.1048,0.424,-0.1742,-0.0208,0.1578,0.7002,0.494,NA,NA,0.9994,NA
NA,"K01069",0,1,49.6787,152.7132,152.943,210.562,"Gaussian",0.6195,NA,-2.1482,1.9644,0.2751,-2.789,1.9608,0.1561,2.415,5.7262,0.3973,0.8064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5034,152.943,0.6839,0.351,0.0514,0.1844,0.3502,0.5985,0.5133,1.0084,0.0568,0.1707,0.7094,0.6115,NA,NA,0.9994,NA
NA,"K01071",0,0.7952,0.2544,26.5468,18.8071,148.863,"Gaussian",0.905,NA,-1.449,1.0827,0.1821,0.3592,1.0804,0.7398,0.455,0.25,-0.2092,-0.4464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6894,18.8071,-0.2848,0.4435,0.5207,-0.2457,0.4382,0.575,0.2701,0.6799,-0.0502,0.0127,0.6428,0.9041,NA,NA,0.9994,NA
NA,"K01077",0,0.9789,2.7702,32.8984,29.4091,124.051,"log-Gaussian",0.5922,NA,-0.0095,0.0491,0.847,-0.0866,0.049,0.0786,-0.0207,0.2413,4e-04,0.0012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4089,29.4091,-0.1008,0.32,0.7528,-0.1579,0.3204,0.6222,-0.0954,1.3295,0.0067,0.0521,0.9404,0.4826,NA,NA,0.9994,NA
NA,"K01079",0,0.8916,0.8281,24.4927,21.5427,81.1856,"log-Gaussian",0.6822,NA,0.0159,0.0473,0.7366,-0.1556,0.0472,0.0011,-0.0067,0.0555,-0.0019,0.0404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4282,21.5427,-0.1266,0.3223,0.6945,-0.8335,0.3275,0.0109,-0.437,0.1663,-0.0129,0.1083,0.9032,0.1089,NA,NA,0.9994,NA
NA,"K01082",0,0.1958,0.1468,6.3827,4.313,39.9751,"log-Gaussian",0.5734,NA,0.1061,0.0765,0.1668,-0.0152,0.0764,0.842,-0.0176,0.1419,-0.0033,0.0049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4816,10,0.2031,0.4116,0.6217,0.108,0.4047,0.7896,-0.6435,0.4716,-0.001,0.0113,0.6249,0.9383,NA,NA,0.9994,NA
NA,"K01089",0.006,0.3163,0,8.9473,6.4924,47.3847,"log-Gaussian",0.5777,NA,0.1177,0.0798,0.1415,-0.0124,0.0797,0.8765,-0.0358,-0.1071,-0.0065,-0.0108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3794,10,0.3772,0.3285,0.251,0.0658,0.3323,0.843,-0.3649,-0.1023,-0.0098,-0.055,0.5929,0.9517,NA,NA,0.9994,NA
NA,"K01091",0,1,103.752,365.1339,367.193,530.208,"Gaussian",0.5453,NA,-6.3102,4.6363,0.1747,-13.3597,4.6282,0.0042,6.8773,6.7281,0.526,0.1489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3033,367.193,-0.3415,0.2953,0.2475,-0.6862,0.3005,0.0224,0.4005,0.4731,0.0172,0.0579,0.634,0.1776,NA,NA,0.9994,NA
NA,"K01092",0,0.997,9.7008,39.3335,37.8846,130.729,"Gaussian",0.6955,NA,-0.1787,1.1552,0.8772,-0.4043,1.1529,0.7261,0.4982,1.0392,0.1441,0.4065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4703,37.8846,-0.1226,0.3385,0.7171,0.0335,0.3356,0.9205,0.5592,0.4687,0.0139,0.1331,0.9518,0.898,NA,NA,0.9994,NA
NA,"K01095",0.009,0.2982,0,9.7464,6.0858,95.6646,"Gaussian",0.7184,NA,-1.2175,0.9304,0.1919,-0.459,0.9285,0.6215,-0.3201,-0.85,-0.0798,0.0729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4848,10,0.2807,0.3611,0.437,-0.1459,0.3709,0.694,-0.3051,-0.0986,-0.0086,-0.0877,0.6527,0.8459,NA,NA,0.9994,NA
NA,"K01101",0,0.9127,4.6072,21.8759,18.6438,70.0713,"Gaussian",0.6647,NA,-0.9706,1.053,0.3575,2.0212,1.051,0.0556,0.5067,-2.4788,-0.0123,-0.4889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4802,18.6438,-0.2687,0.3425,0.4329,0.2321,0.3371,0.4911,0.3034,0.2059,-0.0075,-0.1202,0.7464,0.4293,NA,NA,0.9994,NA
NA,"K01104",0,1,13.4512,44.4569,42.9918,98.2776,"Gaussian",0.5721,NA,-0.4316,1.2878,0.7378,-1.9907,1.2855,0.1227,-0.6822,3.3045,-0.0025,0.2237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3962,42.9918,-0.1685,0.316,0.5939,-0.1796,0.3155,0.5691,-0.2062,0.3503,0.0052,0.0239,0.9036,0.5623,NA,NA,0.9994,NA
NA,"K01118",0,0.4217,2.2274,10.3655,8.8567,37.7376,"Gaussian",0.6862,NA,-0.1004,0.5082,0.8436,-0.0476,0.5072,0.9253,1.1543,1.6553,0.1267,0.1202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4981,10,0.5305,0.3466,0.1259,-0.064,0.3543,0.8566,0.368,0.3852,0.0643,0.0399,0.9388,0.9725,NA,NA,0.9994,NA
NA,"K01119",0,0.8313,1.969,22.2064,20.4755,69.2644,"Gaussian",0.7029,NA,-0.6693,1.0687,0.5317,-1.2407,1.0666,0.2458,-0.6474,1.2571,0.0738,0.0953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4473,20.4755,-0.0546,0.3304,0.8687,-0.2818,0.3278,0.3899,-0.1286,-0.0485,0.0101,-0.0336,0.815,0.6984,NA,NA,0.9997,NA
NA,"K01126",0,1,47.7735,136.3277,134.917,281.631,"Gaussian",0.6581,NA,-3.8643,2.7107,0.1552,-6.5197,2.7055,0.0167,0.0283,-3.6675,-0.2024,-0.3939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3831,134.917,-0.1143,0.3134,0.7155,-0.2999,0.3121,0.3366,-0.1102,-0.0831,0.0066,-0.0228,0.6115,0.288,NA,NA,0.9994,NA
NA,"K01129",0,1,50.0353,158.9825,160.8655,207.702,"Gaussian",0.5282,NA,-2.3546,2.1783,0.2807,-4.0733,2.1745,0.0621,1.8159,7.1917,0.1171,0.7084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.385,160.8655,0.0769,0.3127,0.8057,-0.4612,0.3152,0.1435,0.3515,0.759,0.0096,0.0556,0.7129,0.4494,NA,NA,0.9997,NA
NA,"K01130",0,0.4759,0.4955,10.8663,9.5304,32.7912,"log-Gaussian",0.7768,NA,0.0092,0.0417,0.8262,-0.113,0.0416,0.0071,0.0169,-0.0541,-0.0037,-0.0017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6347,10,0.0831,0.4039,0.837,-0.2994,0.4049,0.4597,0.3103,-0.488,-0.0231,0.0203,0.9343,0.2073,NA,NA,0.9997,NA
NA,"K01139",0,1,44.0864,127.3933,128.403,163.691,"Gaussian",0.5214,NA,-2.5637,1.7713,0.149,-3.4101,1.7683,0.0549,1.6584,4.0198,0.1696,1.2047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4079,128.403,-0.1954,0.3196,0.5409,-0.2635,0.3194,0.4093,-0.1336,0.1627,0.0212,0.1333,0.6012,0.4276,NA,NA,0.9994,NA
NA,"K01142",0,1,42.033,152.8803,153.7795,205.269,"Gaussian",0.5071,NA,-1.9992,2.1256,0.3478,-6.9546,2.1221,0.0012,1.7246,1.7775,0.3156,1.0577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5299,153.7795,-0.0716,0.3555,0.8404,-0.6483,0.3628,0.074,0.6144,0.6433,0.0462,0.1779,0.7422,0.1103,NA,NA,0.9997,NA
NA,"K01144",0,0.4217,0.1032,11.1606,8.1273,59.4629,"log-Gaussian",0.5654,NA,0.0698,0.0843,0.4086,-0.0212,0.0841,0.8012,-0.0506,-0.1271,-0.0046,-0.0245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3518,10,0.0782,0.3097,0.8007,-0.1142,0.3079,0.7108,-0.4785,-0.043,-0.0034,-0.0679,0.7622,0.9258,NA,NA,0.9997,NA
NA,"K01151",0,1,54.4326,143.183,144.5805,185.09,"Gaussian",0.468,NA,-1.3078,1.9234,0.4971,-1.1074,1.9202,0.5646,2.1249,4.5082,0.1561,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3203,144.5805,0.0766,0.2998,0.7983,0.3576,0.3015,0.2357,0.3002,0.3928,0.0256,0.0766,0.801,0.8285,NA,NA,0.9997,NA
NA,"K01153",0,1,82.2459,219.5076,219.8795,337.07,"Gaussian",0.636,NA,0.6841,3.6982,0.8534,-2.2535,3.6913,0.5421,-1.0016,16.2139,0.4831,-0.0459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4974,219.8795,0.0675,0.3445,0.8447,-0.0451,0.3479,0.8969,-0.1203,1.1688,0.0243,0.0076,0.9433,0.8176,NA,NA,0.9997,NA
NA,"K01154",0,1,128.269,431.6252,432.562,676.66,"Gaussian",0.666,NA,-1.8186,7.2304,0.8016,-4.1652,7.2166,0.5643,-1.438,32.3937,1.2725,2.5493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5457,432.562,-0.1223,0.3644,0.7371,0.3263,0.3618,0.3671,-0.2073,1.1829,0.0301,0.1161,0.9258,0.8283,NA,NA,0.9994,NA
NA,"K01155",0,0.8133,1.7656,23.6276,19.6839,117.446,"Gaussian",0.8125,NA,0.3008,1.153,0.7944,-0.5137,1.1506,0.6557,-0.7575,0.8295,0.209,-0.3863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5153,19.6839,-0.0059,0.3507,0.9865,-0.2742,0.3525,0.4366,-0.2938,0.4617,0.0248,-0.078,0.9241,0.8616,NA,NA,0.9997,NA
NA,"K01156",0,1,15.5032,51.1199,48.4576,106.511,"log-Gaussian",0.733,NA,-2e-04,0.0287,0.9949,0.022,0.0286,0.4439,0.0101,0.0769,0.0056,-0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5079,48.4576,0.159,0.3503,0.6498,0.5027,0.35,0.1509,-0.3635,0.9346,0.0456,0.0226,0.9968,0.7797,NA,NA,0.9994,NA
NA,"K01159",0,1,22.6505,94.533,90.4762,254.216,"log-Gaussian",0.6419,NA,0.0044,0.0314,0.888,-0.0322,0.0313,0.3043,-0.0235,0.1891,0.0055,-0.0024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4327,90.4762,0.0369,0.3275,0.9104,0.0177,0.3254,0.9567,-0.4921,1.0063,0.0397,0.0328,0.9572,0.7216,NA,NA,0.9997,NA
NA,"K01160",0,1,16.2905,56.0784,51.0157,306.679,"log-Gaussian",0.6787,NA,-0.0191,0.0331,0.5642,9e-04,0.0331,0.9782,0.0143,0.094,0.0048,0.0063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5094,51.0157,-0.2081,0.3505,0.5527,-0.4344,0.35,0.2146,-0.052,0.3212,0.036,0.0257,0.8283,0.9899,NA,NA,0.9994,NA
NA,"K01163",0,1,12.321,76.8355,75.8627,126.659,"Gaussian",0.5707,NA,-0.4833,1.5964,0.7623,-0.6279,1.5936,0.6939,0.715,5.4925,0.2772,0.2051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4342,75.8627,-0.0192,0.3275,0.9533,0.2334,0.327,0.4753,-0.0056,0.7785,0.0442,-0.0056,0.912,0.8805,NA,NA,0.9997,NA
NA,"K01167",0,0.6657,2.7344,16.8536,13.0996,96.2689,"Gaussian",0.7976,NA,-0.7808,0.8868,0.3795,0.1222,0.885,0.8903,0.3682,5.2165,0.1231,-0.1428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6583,13.0996,0.1554,0.4211,0.7121,0.4812,0.4207,0.2527,0.0453,1.5128,0.0555,-0.065,0.7536,0.9575,NA,NA,0.9994,NA
NA,"K01173",0.003,0.6325,0,20.0046,14.7015,121.329,"log-Gaussian",0.6167,NA,0.0768,0.0886,0.3867,-0.0253,0.0884,0.7748,-0.0436,-0.1282,-0.0049,-0.0229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.372,14.7015,0.366,0.3118,0.2405,0.3538,0.3094,0.2529,-0.4756,-0.1026,-0.0163,-0.0362,0.7565,0.9178,NA,NA,0.9994,NA
NA,"K01174",0,0.6476,0.6357,16.6834,13.6292,104.492,"log-Gaussian",0.7741,NA,0.0016,0.0573,0.9778,-0.0115,0.0572,0.8403,-4e-04,0.3031,0.0228,-0.0086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6018,13.6292,0.0414,0.3889,0.9153,0.121,0.3891,0.7558,0.0033,0.5656,0.0863,-0.0746,0.9899,0.9383,NA,NA,0.9997,NA
NA,"K01176",0,0.991,6.1509,46.4368,43.4146,171.548,"log-Gaussian",0.602,NA,-0.0244,0.0473,0.6068,-0.0719,0.0472,0.1293,0.0427,-0.0678,0.0016,-0.0166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4306,43.4146,-0.2991,0.3259,0.3588,-0.1951,0.3232,0.5461,0.3572,0.143,0.0054,-0.07,0.8368,0.5742,NA,NA,0.9994,NA
NA,"K01179",0,0.6958,1.0659,19.8528,16.8729,71.6196,"log-Gaussian",0.6396,NA,0.1105,0.0709,0.1203,0.148,0.0707,0.0374,0.0113,0.1499,0.0013,-0.0073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4495,16.8729,0.2777,0.3287,0.3983,0.6199,0.3319,0.0618,0.1186,0.4036,0.0084,0.0301,0.5581,0.3682,NA,NA,0.9994,NA
NA,"K01181",0,0.9488,3.0107,36.4407,32.6556,151.775,"log-Gaussian",0.6442,NA,-0.0103,0.056,0.8544,-0.0455,0.0559,0.4167,-0.0026,-0.0776,-0.0025,-0.0332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3952,32.6556,0.1989,0.3171,0.5305,-0.1128,0.3154,0.7207,-0.2243,-0.2044,-8e-04,-0.1427,0.9435,0.7658,NA,NA,0.9994,NA
NA,"K01182",0,1,10.7649,70.2741,69.8427,127.801,"Gaussian",0.6475,NA,-2.0002,1.7969,0.2667,-4.734,1.7936,0.0088,2.4139,-9.1774,-0.268,0.9074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4775,69.8427,0.0846,0.3388,0.8028,-0.6535,0.3427,0.0566,0.1475,-0.7355,-0.0365,0.1405,0.7038,0.2262,NA,NA,0.9997,NA
NA,"K01183",0,0.7169,1.6028,15.2513,13.6421,45.0049,"log-Gaussian",0.6938,NA,0.0232,0.0433,0.5928,-0.0494,0.0432,0.2539,0.0204,0.124,-0.0033,0.0116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5023,13.6421,0.2605,0.3469,0.4527,0.1756,0.3469,0.6126,0.147,0.2479,-0.0106,-0.0319,0.8314,0.7023,NA,NA,0.9994,NA
NA,"K01185",0,0.9789,0.6023,42.8155,37.4818,217.463,"Gaussian",0.7129,NA,-0.0476,2.2606,0.9832,-2.4892,2.2561,0.2709,-4.7358,10.7382,0.2252,1.0927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4471,37.4818,0.1626,0.3302,0.6223,-0.102,0.3286,0.7563,-0.1741,0.4483,0.0187,0.0564,0.9912,0.7057,NA,NA,0.9994,NA
NA,"K01186",0,0.738,2.9848,18.4939,14.8048,130.033,"log-Gaussian",0.7032,NA,0.0117,0.0472,0.8042,-0.0145,0.0471,0.7592,-0.0067,0.2121,8e-04,0.0074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4475,14.8048,0.1206,0.3301,0.7149,-0.2517,0.3293,0.4447,0.1324,0.7388,-2e-04,0.0622,0.9259,0.9113,NA,NA,0.9994,NA
NA,"K01187",0,1,21.6685,69.4428,65.4495,160.353,"log-Gaussian",0.6864,NA,-0.0267,0.0301,0.3762,-0.094,0.03,0.002,0.0166,0.0317,-0.0055,0.0146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5263,65.4495,-0.2343,0.3556,0.51,-0.4886,0.3569,0.1711,-0.0276,0.1475,-0.04,0.1394,0.7536,0.1347,NA,NA,0.9994,NA
NA,"K01190",0,1,108.423,379.0053,374.78,693.189,"Gaussian",0.5976,NA,1.5076,7.954,0.8498,-17.9624,7.9392,0.0245,-4.7091,-4.2471,-0.6579,-1.1534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5209,374.78,0.1942,0.3512,0.5802,-0.4954,0.3555,0.1634,-0.5287,-0.3319,-0.0188,-0.0461,0.9409,0.3212,NA,NA,0.9994,NA
NA,"K01191",0,1,13.6015,53.3505,52.8485,104.838,"log-Gaussian",0.57,NA,-0.0196,0.0291,0.5004,-0.0748,0.029,0.0105,9e-04,0.0394,-4e-04,0.0063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3076,52.8485,-0.1618,0.2966,0.5853,-0.6602,0.2989,0.0272,0.0772,0.0789,-0.0032,0.0518,0.8031,0.2404,NA,NA,0.9994,NA
NA,"K01192",0,1,13.9057,50.8123,48.291,127.514,"Gaussian",0.7352,NA,-0.0404,1.3279,0.9758,-1.8467,1.3252,0.1647,0.0568,2.2039,-0.0333,-0.5549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5239,48.291,0.1569,0.3549,0.6585,-0.115,0.3552,0.7461,0.2222,0.5211,-0.0134,-0.0562,0.9887,0.6234,NA,NA,0.9994,NA
NA,"K01193",0,1,18.3526,105.4154,106.845,177.503,"Gaussian",0.7193,NA,-3.2502,2.5429,0.2024,-2.0242,2.5379,0.4259,2.8172,-15.9091,-0.1528,0.1389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.562,106.845,-0.3059,0.369,0.4072,-0.1921,0.3716,0.6052,0.5701,-1.0302,-0.0122,0.0896,0.6626,0.7699,NA,NA,0.9994,NA
NA,"K01195",0,0.9759,4.6953,30.5366,28.58,100.837,"log-Gaussian",0.7278,NA,-0.0518,0.0356,0.1468,-0.0138,0.0355,0.6978,-0.0162,0.0956,3e-04,-0.0185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5232,28.58,-0.686,0.3577,0.0551,-0.0731,0.3521,0.8355,0.1969,0.8192,-1e-04,-0.1262,0.5973,0.8833,NA,NA,0.9994,NA
NA,"K01197",0.006,0.1084,0,5.0139,3.0601,64.8905,"log-Gaussian",0.637,NA,0.0981,0.0726,0.1779,0.0119,0.0725,0.8696,0.0153,0.0311,-0.0016,-0.0384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6377,10,0.1577,0.5868,0.7882,-0.7021,0.6115,0.2509,-0.6842,0.7373,-0.0085,-0.067,0.637,0.9499,NA,NA,0.9997,NA
NA,"K01198",0,1,26.7594,163.3062,160.7075,370.034,"Gaussian",0.7055,NA,-1.2387,4.5286,0.7847,-8.3392,4.5197,0.0662,-1.9099,-8.6528,-0.7223,0.3751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4276,160.7075,-0.1837,0.3246,0.5713,-0.1544,0.3242,0.6338,-0.2621,-0.5068,-0.038,-0.0035,0.9215,0.4587,NA,NA,0.9994,NA
NA,"K01200",0,1,17.4383,72.0922,68.4041,210.756,"log-Gaussian",0.6365,NA,-0.0441,0.037,0.2346,-0.1289,0.0369,6e-04,0.0219,-0.0276,-0.0045,0.0089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3501,68.4041,-0.2155,0.3062,0.4815,-0.0767,0.3051,0.8014,-0.0091,-0.337,-0.0222,0.0714,0.6915,0.0827,NA,NA,0.9994,NA
NA,"K01201",0,0.8464,0.2502,19.6394,18.4197,64.8993,"log-Gaussian",0.707,NA,-0.0382,0.0443,0.389,-0.1311,0.0442,0.0033,8e-04,0.0203,-0.0045,0.0079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.461,18.4197,-0.2368,0.3345,0.479,-0.3865,0.3323,0.2448,-0.3012,-0.0337,-0.0196,-0.0533,0.7566,0.1651,NA,NA,0.9994,NA
NA,"K01205",0,0.6566,2.3793,16.9876,13.5645,156.821,"Gaussian",0.6278,NA,1.6113,1.424,0.2589,-0.9835,1.4214,0.4896,-1.5877,-0.1502,0.147,-0.7792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3823,13.5645,-0.0562,0.3136,0.8577,-0.0393,0.312,0.8997,-0.136,0.032,0.0074,-0.1052,0.7025,0.7968,NA,NA,0.9997,NA
NA,"K01206",0,1,52.1051,183.7825,177.669,421.489,"Gaussian",0.6802,NA,2.3556,4.2869,0.5832,-7.9539,4.2785,0.0642,-4.9177,2.1277,0.0932,-1.2925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.496,177.669,-0.1767,0.3458,0.6095,-0.2127,0.3436,0.536,-0.3074,0.3205,-0.0167,0.0275,0.8294,0.4554,NA,NA,0.9994,NA
NA,"K01207",0,1,32.8326,101.0909,98.1817,191.695,"Gaussian",0.7438,NA,-1.2652,1.9181,0.5101,-0.9313,1.9142,0.627,0.8952,5.9062,0.1729,-0.2361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5343,98.1817,0.2115,0.36,0.5569,0.0798,0.3566,0.8229,0.319,0.0985,0.0161,-0.0628,0.8053,0.8483,NA,NA,0.9994,NA
NA,"K01208",0,1,35.4268,122.4624,124.188,216.381,"Gaussian",0.5898,NA,-0.0562,2.5241,0.9823,-0.1062,2.5195,0.9664,3.9983,-5.4311,0.0513,0.9924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4234,124.188,0.0951,0.3223,0.768,-0.2231,0.3237,0.4906,0.534,-0.3267,0.0043,0.1135,0.9912,0.9857,NA,NA,0.9994,NA
NA,"K01209",0,1,46.8942,183.2487,183.8855,350.471,"Gaussian",0.6267,NA,-0.9716,4.037,0.81,-4.4632,4.0296,0.2691,0.2897,-12.5841,-0.8579,-2.2058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3389,183.8855,-0.0967,0.3058,0.7517,-0.1198,0.3067,0.6962,-0.3213,-0.5047,-0.0434,-0.1029,0.9292,0.7054,NA,NA,0.9994,NA
NA,"K01210",0,0.8735,0.9474,24.344,21.4823,74.6806,"log-Gaussian",0.7262,NA,-0.0272,0.0477,0.5692,-0.0808,0.0476,0.0908,0.0225,-0.1884,-0.0048,0.0206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5206,21.4823,-0.3798,0.3529,0.2818,-0.4786,0.3549,0.1775,0.0634,-0.6559,-0.0205,0.0873,0.8285,0.5084,NA,NA,0.9994,NA
NA,"K01214",0.006,0.2259,0,7.4488,5.4367,50.7207,"log-Gaussian",0.7389,NA,-0.0563,0.0635,0.376,-0.1383,0.0634,0.0301,0.0635,-0.043,-0.0065,0.0477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4738,10,-0.4654,0.3998,0.2444,-0.4121,0.3976,0.3,0.0838,-0.2533,-0.0354,0.1564,0.7536,0.3521,NA,NA,0.9994,NA
NA,"K01218",0,0.9307,1.6698,34.4554,31.7995,117.066,"log-Gaussian",0.6689,NA,0.0449,0.0553,0.4172,0.0365,0.0552,0.509,-0.0256,0.128,-0.003,-0.0173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4187,31.7995,0.1332,0.3227,0.6798,-0.0198,0.3213,0.9509,-0.0838,0.3655,-0.0069,-0.0883,0.7658,0.8053,NA,NA,0.9994,NA
NA,"K01220",0,0.5301,0.2215,13.5261,10.719,55.1262,"log-Gaussian",0.8135,NA,0.0382,0.053,0.4711,-0.0821,0.0529,0.1217,0.0469,-0.1553,-0.0018,0.0254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6699,10.719,0.0608,0.4252,0.8862,-0.1072,0.4311,0.8037,0.1254,-0.4737,-0.0259,0.2481,0.7901,0.5607,NA,NA,0.9997,NA
NA,"K01222",0,0.6898,2.2404,14.0411,12.5518,69.941,"Gaussian",0.7195,NA,-0.1184,0.6167,0.8479,0.6828,0.6154,0.2683,0.6358,0.6567,0.0364,0.5075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4689,12.5518,0.0041,0.3362,0.9903,-0.2901,0.3357,0.3875,0.1419,0.0379,0.0134,0.0679,0.9404,0.7053,NA,NA,0.9997,NA
NA,"K01223",0,1,16.2641,137.5921,127.3535,327.661,"Gaussian",0.7167,NA,-3.861,4.5089,0.3926,-12.3081,4.5,0.0067,9.8741,-20.4494,-0.1127,2.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4616,127.3535,-0.4475,0.334,0.1803,-0.8714,0.3373,0.0098,0.2012,-0.78,-0.0143,0.1214,0.7579,0.1995,NA,NA,0.9994,NA
NA,"K01224",0,1,15.4277,79.3107,70.7986,382.619,"Gaussian",0.6028,NA,-2.2017,4.05,0.5872,1.5882,4.0425,0.6947,5.2297,-12.9055,-0.2009,-0.7799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3041,70.7986,-0.1277,0.2965,0.6666,-0.1103,0.2963,0.7096,0.008,-0.0423,-0.0153,-0.063,0.8298,0.8812,NA,NA,0.9994,NA
