"SCFA","gene","relFreq_zeroTPM","relFreq_min10TPM","min_tpmAbd","mean_tpmAbd","median_tpmAbd","max_tpmAbd","baseline_medianTPMAbd","baseline_prevalence","postFresh_medianTPMAbd","postFresh_prevalence","postPast_medianTPMAbd","postPast_prevalence","model","model_deviance","model_meanAbsResid","freshInt_effect","freshInt_se","freshInt_pvalue","pastInt_effect","pastInt_se","pastInt_pvalue","phaseEffect","genderEffect","ageEffect","bmiEffect","freshInt_ageLow_effect","freshInt_ageHigh_effect","freshInt_ageLow_se","freshInt_ageHigh_se","freshInt_ageLow_pvalue","freshInt_ageHigh_pvalue","freshInt_sexM_effect","freshInt_sexW_effect","freshInt_sexM_se","freshInt_sexW_se","freshInt_sexM_pvalue","freshInt_sexW_pvalue","freshInt_bmiLow_effect","freshInt_bmiHigh_effect","freshInt_bmiLow_se","freshInt_bmiHigh_se","freshInt_bmiLow_pvalue","freshInt_bmiHigh_pvalue","pastInt_ageLow_effect","pastInt_ageHigh_effect","pastInt_ageLow_se","pastInt_ageHigh_se","pastInt_ageLow_pvalue","pastInt_ageHigh_pvalue","pastInt_sexM_effect","pastInt_sexW_effect","pastInt_sexM_se","pastInt_sexW_se","pastInt_sexM_pvalue","pastInt_sexW_pvalue","pastInt_bmiLow_effect","pastInt_bmiHigh_effect","pastInt_bmiLow_se","pastInt_bmiHigh_se","pastInt_bmiLow_pvalue","pastInt_bmiHigh_pvalue","freshInt_pvalue_correct","pastInt_pvalue_correct","freshInt_ageLow_pvalue_correct","pastInt_ageLow_pvalue_correct","freshInt_ageHigh_pvalue_correct","pastInt_ageHigh_pvalue_correct","freshInt_sexM_pvalue_correct","pastInt_sexM_pvalue_correct","freshInt_sexW_pvalue_correct","pastInt_sexW_pvalue_correct","freshInt_bmiLow_pvalue_correct","pastInt_bmiLow_pvalue_correct","freshInt_bmiHigh_pvalue_correct","pastInt_bmiHigh_pvalue_correct"
NA,"K00078",0,0.9971,9.4223,43.9298,42.9792,86.8489,42.4603,1,43.5986,1,43.3117,0.9882,"Gaussian",0.6296,NA,0.4141,1.1991,0.7301,0.5521,1.2038,0.6469,0.0646,1.7987,-0.0999,0.4218,1.6416,-1.0515,1.6229,1.7815,0.3127,0.5555,0.4722,0.3705,1.834,1.5951,0.797,0.8165,-0.4136,1.8189,1.5151,1.9731,0.7851,0.3574,-0.0293,1.2571,1.6229,1.7971,0.9856,0.4849,0.3617,0.6985,1.834,1.6062,0.8438,0.664,0.1383,1.2644,1.5151,1.9942,0.9274,0.5266,0.8842,0.8422,0.7909,0.9977,0.8781,0.8542,0.958,0.9682,0.9627,0.9298,0.9605,0.9871,0.7919,0.88
NA,"K00087",0,0.9737,3.4173,19.7608,19.1053,47.09,19.0448,0.9766,19.0473,0.9884,19.1783,0.9529,"Gaussian",0.5245,NA,-0.8542,0.626,0.1735,-0.6493,0.6284,0.3024,0.1817,-0.6779,0.0599,0.1443,-0.3011,-1.5336,0.8434,0.9259,0.7213,0.0988,0.3392,-1.7559,0.9513,0.8275,0.7216,0.0347,-1.3424,-0.0236,0.789,1.0276,0.09,0.9817,0.5473,-2.1161,0.8434,0.934,0.5169,0.0243,-0.6715,-0.6317,0.9513,0.8332,0.4809,0.449,-1.2571,0.4023,0.789,1.0386,0.1123,0.6988,0.5691,0.6623,0.9352,0.865,0.7322,0.6849,0.9421,0.8883,0.5514,0.882,0.6015,0.6175,0.9976,0.9363
NA,"K00088",0,1,37.292,160.1871,159.9875,200.645,160.829,1,160.7605,1,158.507,1,"Gaussian",0.4513,NA,-2.45,1.9419,0.2081,-4.5958,1.9495,0.0191,2.186,2.8756,0.1872,0.4515,0.1374,-5.5507,2.6254,2.8824,0.9583,0.0552,-2.1363,-2.6801,2.9636,2.5783,0.4716,0.2995,-3.1373,-1.2799,2.4559,3.1985,0.2025,0.6894,-5.2515,-3.8027,2.6254,2.9076,0.0464,0.192,-6.746,-2.9453,2.9636,2.5961,0.0236,0.2576,-5.3627,-3.2706,2.4559,3.2327,0.0298,0.3125,0.5964,0.2744,0.9955,0.713,0.7149,0.766,0.886,0.4976,0.8429,0.8373,0.6952,0.4652,0.9354,0.7685
NA,"K00091",0,0.7427,0.4737,20.5965,15.8678,91.5014,16.1786,0.7661,14.9402,0.7326,16.0173,0.7059,"log-Gaussian",0.8178,NA,-0.0666,0.0478,0.1643,-0.0562,0.048,0.2422,-0.0048,0.1178,0.0065,-0.0028,-0.1057,-0.0194,0.0649,0.0712,0.1043,0.785,-0.0101,-0.1088,0.0721,0.0627,0.8888,0.0839,-0.0176,-0.15,0.0603,0.0785,0.7707,0.0571,-0.0831,-0.0232,0.0649,0.0718,0.2014,0.747,-0.1602,0.0234,0.0721,0.0632,0.0272,0.7116,-0.0329,-0.0964,0.0603,0.0793,0.5855,0.2255,0.5572,0.6312,0.7322,0.766,0.9526,0.9426,0.9776,0.521,0.6938,0.9402,0.9571,0.8982,0.555,0.7087
NA,"K00096",0,1,11.3364,54.6631,54.0447,104.381,54.2138,1,52.99,1,54.2015,1,"Gaussian",0.6312,NA,-0.3907,1.4542,0.7884,2.0837,1.46,0.1547,1.8072,-3.9436,0.1082,-0.4337,-0.2434,-0.5925,1.9681,2.1604,0.9016,0.7841,-1.3207,0.3086,2.2211,1.9318,0.5526,0.8732,-1.2429,1.0594,1.8371,2.3925,0.4993,0.6583,4.034,-0.3036,1.9681,2.1793,0.0414,0.8893,2.8546,1.4924,2.2211,1.9452,0.1998,0.4436,1.2054,3.6012,1.8371,2.4181,0.5123,0.1376,0.9107,0.5485,0.9839,0.713,0.952,0.9798,0.9033,0.8124,0.974,0.8819,0.869,0.8743,0.9236,0.6379
NA,"K00099",0,1,47.9118,149.6005,150.929,193.074,151.311,1,151.3835,1,149.497,1,"Gaussian",0.4513,NA,-2.2492,1.7751,0.2062,-4.4909,1.782,0.0123,1.5243,4.046,0.1376,0.623,0.3662,-5.3764,2.391,2.6252,0.8784,0.0415,-1.9604,-2.4628,2.7115,2.359,0.4703,0.2974,-2.7093,-1.4654,2.2456,2.9246,0.2286,0.6167,-5.8788,-2.7995,2.391,2.6481,0.0146,0.2913,-5.9278,-3.3878,2.7115,2.3753,0.0296,0.1549,-5.0353,-3.5501,2.2456,2.9558,0.0257,0.2308,0.5957,0.2426,0.9777,0.6698,0.713,0.7804,0.886,0.5282,0.8429,0.788,0.7105,0.4571,0.9094,0.711
NA,"K00100",0,0.6608,2.6,13.7569,12.3133,44.5391,11.6525,0.6082,12.4095,0.6977,13.5445,0.7294,"Gaussian",0.6847,NA,0.3122,0.6139,0.6115,1.271,0.6163,0.0402,0.5853,-2.6339,-0.0722,-0.3272,0.2249,0.4104,0.8333,0.9147,0.7875,0.6541,-0.6927,1.0717,0.9353,0.8134,0.4596,0.1888,0.5581,-0.1072,0.7752,1.0096,0.4722,0.9155,1.7139,0.7305,0.8333,0.9227,0.0407,0.4293,1.0704,1.4249,0.9353,0.8191,0.2535,0.0831,1.7549,0.4328,0.7752,1.0204,0.0244,0.6718,0.8241,0.3596,0.9539,0.713,0.9128,0.8314,0.8847,0.8373,0.807,0.6938,0.8547,0.4494,0.9846,0.9284
NA,"K00104",0,0.9298,6.2871,19.2623,17.5552,72.5905,16.5416,0.9357,17.8278,0.907,19.6105,0.9412,"Gaussian",0.5289,NA,0.779,0.9084,0.3919,1.795,0.9119,0.05,0.6294,-2.6905,0.1038,-0.4286,0.8316,0.7075,1.2331,1.3537,0.5006,0.6016,0.3075,1.1374,1.388,1.2074,0.8249,0.347,1.7568,-0.8859,1.1413,1.4864,0.1249,0.5517,2.462,0.9784,1.2331,1.3655,0.0469,0.4743,1.1431,2.2951,1.388,1.2158,0.4109,0.0601,2.9488,-0.1995,1.1413,1.5023,0.0103,0.8945,0.7139,0.3754,0.8579,0.713,0.8949,0.8514,0.9643,0.8774,0.8564,0.6432,0.6253,0.3969,0.8866,0.9797
NA,"K00111",0,1,29.2228,82.6123,83.5922,119.797,83.5509,1,82.8317,1,84.6601,1,"Gaussian",0.599,NA,-2.2404,1.4701,0.1287,-1.2469,1.4759,0.3989,1.3053,-1.621,0.1378,1.4204,-0.4035,-4.4693,1.9871,2.1814,0.8392,0.0414,-1.2102,-3.0185,2.2467,1.9542,0.5906,0.1236,-2.9815,-0.9757,1.8529,2.4131,0.1088,0.6863,0.636,-3.56,1.9871,2.2005,0.7492,0.1069,-1.1327,-1.3347,2.2467,1.9678,0.6146,0.4982,-2.8139,1.4683,1.8529,2.4389,0.13,0.5477,0.522,0.7185,0.9674,0.9426,0.713,0.7329,0.9094,0.9176,0.7562,0.8911,0.6144,0.6306,0.9339,0.8861
NA,"K00123",0,0.7105,0.9862,13.9668,13.3642,39.3861,13.0223,0.6901,13.8962,0.7093,13.7415,0.7529,"log-Gaussian",0.6481,NA,-0.0292,0.0444,0.5123,0.0299,0.0446,0.503,0.0424,-0.2637,-0.0039,-0.0157,0.003,-0.0681,0.0603,0.0662,0.96,0.3043,0.028,-0.0723,0.0678,0.059,0.6801,0.2211,-0.0805,0.0579,0.056,0.0729,0.1516,0.4278,0.0594,-0.0064,0.0603,0.0668,0.3252,0.9237,0.0282,0.0313,0.0678,0.0594,0.6779,0.5989,0.017,0.052,0.056,0.0737,0.7618,0.4808,0.7739,0.7704,0.9955,0.7927,0.787,0.9877,0.934,0.9338,0.8241,0.9109,0.655,0.9571,0.8316,0.8587
NA,"K00125",0,0.9971,9.5058,32.3374,31.7736,58.6907,32.1781,1,33.7388,0.9884,31.1554,1,"Gaussian",0.5603,NA,0.0799,0.8585,0.9259,-0.6309,0.8618,0.4648,0.4732,-1.1326,0.0333,0.1337,-0.3926,0.6427,1.1654,1.2793,0.7364,0.6158,-1.0003,0.901,1.3059,1.1359,0.4444,0.4284,-0.9403,1.8136,1.0777,1.4036,0.3837,0.1974,-0.278,-1.0604,1.1654,1.2905,0.8116,0.412,-2.1144,0.5072,1.3059,1.1438,0.1066,0.6578,-1.7491,1.3044,1.0777,1.4186,0.1058,0.3586,0.9709,0.7516,0.939,0.9598,0.8982,0.824,0.8819,0.7344,0.8807,0.9286,0.8082,0.6123,0.6931,0.7922
NA,"K00127",0.0029,0.1053,0,5.1134,3.9257,48.5576,3.9301,0.117,4.2983,0.1163,3.5961,0.0706,"log-Gaussian",0.7279,NA,-0.0033,0.0461,0.943,-0.0719,0.0463,0.1218,0.1107,0.0104,0.0049,0.0043,-0.0173,0.0131,0.0626,0.0687,0.7828,0.8495,-0.0151,0.0055,0.0704,0.0612,0.8301,0.9291,-0.0415,0.0619,0.0578,0.0753,0.4733,0.4116,-0.0411,-0.1095,0.0626,0.0693,0.5118,0.1155,-0.0295,-0.1044,0.0704,0.0617,0.6753,0.0918,-0.1471,0.0584,0.0578,0.0761,0.0115,0.4434,0.9783,0.5112,0.9515,0.863,0.9701,0.7451,0.9663,0.9329,0.9882,0.708,0.8554,0.3998,0.8213,0.8403
NA,"K00133",0,1,37.9298,149.7102,149.177,198.442,150.124,1,150.666,1,147.059,1,"Gaussian",0.5528,NA,-1.4423,1.8152,0.4276,-4.5229,1.8223,0.0137,1.9643,3.9047,0.2849,0.7975,0.3612,-3.6113,2.4618,2.7026,0.8835,0.1826,-1.8973,-1.0923,2.7725,2.4118,0.4943,0.651,-2.1487,-0.2396,2.2952,2.9892,0.35,0.9362,-4.5396,-4.5066,2.4618,2.7262,0.0663,0.0995,-6.3288,-3.1373,2.7725,2.4284,0.0232,0.1975,-5.3467,-3.0986,2.2952,3.0211,0.0206,0.306,0.7346,0.248,0.9782,0.7222,0.7619,0.7322,0.8911,0.4944,0.9281,0.8112,0.7882,0.4339,0.9885,0.7675
NA,"K00134",0,1,44.4671,166.1786,165.105,233.873,166.105,1,167.085,1,164.545,1,"Gaussian",0.6326,NA,-1.8855,2.1396,0.379,-4.0174,2.148,0.0625,1.6287,6.7137,0.5592,0.59,-0.5756,-3.4676,2.9065,3.1907,0.8432,0.2781,-2.3315,-1.5387,3.2648,2.8398,0.4758,0.5884,-3.2641,0.4559,2.7039,3.5214,0.2284,0.8971,-3.5917,-4.5405,2.9065,3.2185,0.2176,0.1595,-6.7409,-1.9284,3.2648,2.8594,0.0399,0.5006,-4.8422,-2.5963,2.7039,3.559,0.0744,0.4663,0.7029,0.403,0.9685,0.766,0.7769,0.7523,0.8869,0.5716,0.9094,0.8911,0.7105,0.5777,0.9807,0.8514
"Acetyl-CoA","K00140",0.0029,0.1725,0,6.6792,5.9149,23.1285,6.2604,0.1813,6.0261,0.1628,5.2462,0.1647,"Gaussian",0.6879,NA,-0.2592,0.3335,0.4376,-0.7263,0.3348,0.0309,-0.1583,0.1669,-0.0349,0.3534,-0.2345,-0.2894,0.4534,0.4976,0.6053,0.5614,-0.8908,0.2187,0.5074,0.4413,0.0803,0.6205,-0.3055,-0.1785,0.4205,0.5476,0.4682,0.7447,-0.7121,-0.7435,0.4534,0.502,0.1175,0.1398,-1.0057,-0.512,0.5074,0.4443,0.0485,0.2502,-1.064,-0.1408,0.4205,0.5535,0.012,0.7994,0.7425,0.3319,0.8953,0.7451,0.8782,0.7486,0.6901,0.6009,0.9176,0.8373,0.8532,0.4006,0.9523,0.9621
NA,"K00145",0,1,41.7432,154.8574,157.2465,194.84,157.633,1,156.9385,1,156.614,1,"Gaussian",0.543,NA,-1.3591,1.937,0.4835,-4.5228,1.9446,0.0208,1.6147,-1.6586,-0.0516,-0.0216,0.2968,-3.3286,2.6202,2.8764,0.9099,0.2482,-0.8584,-1.7317,2.9588,2.5737,0.772,0.5016,-2.2742,0.1986,2.4487,3.189,0.3539,0.9504,-6.1224,-2.571,2.6202,2.9015,0.0202,0.3764,-5.9928,-3.3952,2.9588,2.5915,0.0438,0.1913,-5.4259,-2.9636,2.4487,3.2231,0.0275,0.3587,0.7614,0.2863,0.9861,0.6846,0.7713,0.8107,0.9533,0.5865,0.8911,0.8093,0.7899,0.4636,0.9906,0.7922
NA,"K00147",0,1,29.9917,115.3192,115.981,169.208,116.425,1,116.5435,1,115.567,1,"Gaussian",0.4656,NA,-1.8522,1.8553,0.319,-2.5056,1.8626,0.1797,2.9536,4.3848,0.2241,0.2658,0.8776,-5.129,2.5078,2.7533,0.7266,0.0635,-3.0829,-0.9129,2.8276,2.46,0.2765,0.7108,-2.2542,-1.1674,2.3476,3.0574,0.3378,0.7029,-2.5715,-2.4374,2.5078,2.7773,0.3061,0.3809,-5.3379,-0.3326,2.8276,2.477,0.0601,0.8933,-2.9092,-1.8092,2.3476,3.09,0.2163,0.5587,0.6697,0.5754,0.9367,0.7888,0.7186,0.8125,0.8396,0.6432,0.9402,0.9796,0.7804,0.7046,0.9367,0.8886
"Pyruvate","K00169",0,0.9503,5.1401,22.4184,21.306,48.0748,20.8617,0.9474,22.127,0.9535,22.6109,0.9529,"Gaussian",0.6618,NA,0.3643,0.7457,0.6256,1.1105,0.7487,0.1392,0.6435,2.9796,0.184,-0.3166,0.0262,0.7624,1.0116,1.1105,0.9793,0.493,-0.9324,1.3495,1.131,0.9837,0.4104,0.1713,0.7604,-0.3078,0.9428,1.2278,0.4206,0.8023,1.5805,0.5385,1.0116,1.1202,0.1194,0.6311,-0.4534,2.3096,1.131,0.9905,0.6888,0.0205,1.2483,0.874,0.9428,1.2409,0.1866,0.4819,0.8304,0.5332,0.9968,0.7468,0.8573,0.9026,0.8771,0.9353,0.7964,0.4832,0.8267,0.6849,0.963,0.8594
"Pyruvate","K00170",0,0.9708,6.2036,23.2816,21.9907,55.0421,21.636,0.9649,20.9162,0.9651,24.0495,0.9882,"Gaussian",0.7086,NA,0.4209,0.7062,0.5517,1.7298,0.709,0.0153,0.3452,3.0925,0.2032,-0.2493,-0.0783,1.0168,0.9583,1.0519,0.9349,0.3346,-1.4418,1.8326,1.067,0.928,0.1778,0.0493,0.6553,0.0223,0.8932,1.1633,0.4638,0.9847,1.9135,1.5087,0.9583,1.0611,0.0469,0.1562,0.4268,2.729,1.067,0.9344,0.6895,0.0038,1.9645,1.3244,0.8932,1.1757,0.0287,0.261,0.7911,0.259,0.9901,0.713,0.7955,0.7523,0.8014,0.9355,0.6035,0.4061,0.85,0.4649,0.9982,0.7397
"Pyruvate","K00171",0,0.9678,1.9168,26.4336,24.7212,69.2114,24.4057,0.9532,23.6305,0.9767,26.9169,0.9882,"Gaussian",0.7015,NA,0.7757,0.9192,0.3995,2.0042,0.9228,0.0307,0.2236,3.0839,0.2474,-0.5431,-0.1145,1.8365,1.244,1.3656,0.9267,0.1798,-0.7546,1.9389,1.3941,1.2125,0.5888,0.111,1.1121,0.2041,1.1626,1.5141,0.3397,0.8929,2.523,1.3748,1.244,1.3775,0.0436,0.3192,0.0369,3.5127,1.3941,1.2209,0.9789,0.0043,2.2594,1.5635,1.1626,1.5303,0.053,0.3078,0.7185,0.3319,0.9877,0.713,0.7598,0.7909,0.9094,0.9956,0.743,0.4072,0.7813,0.5442,0.9797,0.7678
"Pyruvate","K00172",0,0.9825,7.6986,28.3753,27.2028,64.0279,26.3343,0.9825,27.8832,0.9884,29.3721,0.9765,"Gaussian",0.6746,NA,0.7058,0.8542,0.4093,2.2754,0.8575,0.0084,0.4836,3.2459,0.2179,-0.2965,0.0717,1.4599,1.1576,1.2707,0.9507,0.2517,-1.2012,2.1536,1.2912,1.123,0.3531,0.0562,1.2209,-0.1673,1.0795,1.4058,0.2591,0.9054,2.7567,1.6905,1.1576,1.2818,0.018,0.1884,0.3077,3.7843,1.2912,1.1308,0.8118,0.0009,2.3579,2.1358,1.0795,1.4209,0.0298,0.134,0.7226,0.2128,0.9951,0.6846,0.7713,0.766,0.8596,0.9616,0.6325,0.3224,0.7384,0.4652,0.9825,0.6331
"Pyruvate","K00174",0,0.9883,8.2398,41.3651,38.0872,129.458,38.4165,0.9942,38.1041,0.9884,36.0123,0.9765,"log-Gaussian",0.5812,NA,-0.0088,0.0468,0.8516,-0.0417,0.047,0.376,-0.0641,0.1466,0.0043,-0.0039,-0.0452,0.0351,0.0635,0.0697,0.4774,0.6151,0.0416,-0.0469,0.0715,0.0622,0.5615,0.4515,0.0514,-0.1104,0.0587,0.0765,0.3825,0.1501,-0.0934,0.0223,0.0635,0.0703,0.1423,0.7514,-0.0174,-0.0603,0.0715,0.0626,0.8081,0.3365,-0.0642,-0.0024,0.0587,0.0773,0.2754,0.9754,0.9384,0.7014,0.8518,0.7486,0.8979,0.9426,0.905,0.9612,0.882,0.8561,0.8074,0.7494,0.6548,0.9957
"Pyruvate","K00175",0,0.9825,7.6757,36.4994,33.3447,123.53,34.0443,0.9825,33.3447,0.9767,32.8157,0.9882,"log-Gaussian",0.5759,NA,-0.0008,0.0512,0.987,-0.0252,0.0514,0.6251,-0.0531,0.1344,0.0041,-0.0109,-0.0661,0.0779,0.0693,0.0761,0.3408,0.3065,0.0592,-0.0463,0.0782,0.068,0.4496,0.4966,0.0635,-0.1095,0.0643,0.0838,0.3247,0.1922,-0.0854,0.0492,0.0693,0.0767,0.2189,0.5218,0.0035,-0.0472,0.0782,0.0685,0.9639,0.4918,-0.0471,0.0132,0.0643,0.0847,0.4651,0.8766,0.9958,0.8304,0.801,0.766,0.7888,0.867,0.882,0.9925,0.8911,0.8911,0.775,0.8504,0.6897,0.9759
NA,"K00176",0,0.9912,6.3636,42.5996,36.8587,140.818,36.2849,0.9942,37.8292,0.9884,37.3561,0.9882,"Gaussian",0.6956,NA,-1.1557,1.9813,0.5602,-1.9868,1.9891,0.3188,-3.9293,5.4,0.1976,0.0248,-1.3488,-0.9198,2.687,2.9494,0.6161,0.7554,2.2613,-3.7439,3.0159,2.6229,0.454,0.1547,0.3622,-3.7165,2.4907,3.2437,0.8845,0.253,-4.0232,0.5285,2.687,2.9752,0.1355,0.8591,0.1605,-3.634,3.0159,2.641,0.9576,0.17,-3.6134,0.8456,2.4907,3.2784,0.1481,0.7967,0.7967,0.6697,0.8982,0.7486,0.9432,0.9731,0.8827,0.992,0.788,0.7964,0.9778,0.6548,0.7323,0.9621
NA,"K00177",0,0.9883,7.1595,36.2619,29.8215,126.166,29.6796,0.9883,28.9795,0.9884,31.339,0.9882,"Gaussian",0.7115,NA,-0.9173,1.635,0.5753,-1.2008,1.6414,0.4651,-2.8235,5.1376,0.2655,0.0918,-1.7978,0.1413,2.2197,2.4365,0.4187,0.9538,1.7989,-2.9732,2.4905,2.1659,0.4707,0.171,0.8279,-3.8661,2.0529,2.6735,0.6871,0.1494,-2.3728,0.2515,2.2197,2.4578,0.286,0.9186,0.1389,-2.2285,2.4905,2.1809,0.9556,0.3078,-2.2559,0.6411,2.0529,2.7021,0.2728,0.8126,0.8055,0.7516,0.8259,0.7798,0.9955,0.9869,0.886,0.9913,0.7964,0.8481,0.9343,0.7476,0.6548,0.9642
NA,"K00179",0,1,15.5013,46.8453,43.8425,98.2939,42.0141,1,45.8127,1,47.5064,1,"Gaussian",0.7046,NA,1.394,1.2761,0.2756,0.8223,1.2811,0.5215,-0.5779,7.2544,0.3363,-0.355,0.0171,3.0455,1.729,1.8979,0.9921,0.1098,0.0701,2.3931,1.9475,1.6938,0.9713,0.1589,1.2216,1.7042,1.5891,2.0695,0.4427,0.411,0.8156,0.8385,1.729,1.9145,0.6375,0.6618,0.9667,0.7116,1.9475,1.7055,0.62,0.6768,-1.7792,5.3341,1.5891,2.0917,0.2639,0.0113,0.6475,0.7778,0.9987,0.9057,0.7382,0.9161,0.994,0.9176,0.7897,0.9334,0.8403,0.7414,0.8211,0.3998
NA,"K00180",0,1,19.6254,53.5132,50.7257,117.551,47.7366,1,51.6527,1,52.7906,1,"Gaussian",0.6973,NA,1.5019,1.4946,0.3159,0.458,1.5004,0.7604,-0.6363,8.3713,0.3659,-0.4127,-0.1173,3.4533,2.0258,2.2237,0.9539,0.1216,-0.0143,2.6479,2.2821,1.9848,0.995,0.1833,1.4131,1.6743,1.8588,2.4208,0.4478,0.4898,-0.325,1.4263,2.0258,2.2432,0.8727,0.5254,0.137,0.7043,2.2821,1.9985,0.9522,0.7248,-2.6785,5.8983,1.8588,2.4467,0.1508,0.0166,0.6697,0.8979,0.9955,0.9766,0.7468,0.8687,0.9991,0.9907,0.8059,0.9435,0.8415,0.6548,0.8632,0.4153
"Acetyl-CoA","K00194",0,0.9883,4.1442,30.679,30.6518,54.7054,31.0037,0.9942,30.0031,0.9884,30.6492,0.9765,"Gaussian",0.5724,NA,-0.3301,0.8398,0.6946,-1.0997,0.8431,0.1932,0.5115,-3.0507,-0.0197,0.0739,0.2122,-0.9837,1.1404,1.2519,0.8525,0.4327,0.0855,-0.641,1.2808,1.1141,0.9468,0.5655,-1.8969,2.3325,1.047,1.3635,0.0711,0.0883,-0.8871,-1.3626,1.1404,1.2629,0.4374,0.2816,-1.933,-0.4604,1.2808,1.1218,0.1324,0.6819,-2.3553,1.0682,1.047,1.3781,0.0253,0.4389,0.8694,0.5862,0.9704,0.8344,0.8329,0.7792,0.9902,0.7705,0.9058,0.9341,0.5734,0.4556,0.6008,0.838
NA,"K00196",0.0088,0.1725,0,6.0518,4.5513,44.9601,4.6295,0.1637,4.5201,0.1628,4.6164,0.2,"log-Gaussian",0.6384,NA,-0.0003,0.0653,0.9967,0.0307,0.0655,0.6394,-0.0406,0.2135,0.0098,0.0244,-0.0034,0.003,0.0886,0.0973,0.9695,0.9754,0.0284,-0.0219,0.0998,0.0868,0.776,0.8007,0.0052,-0.0094,0.0826,0.1076,0.9501,0.9301,0.0712,-0.0188,0.0886,0.0982,0.4226,0.8482,0.0268,0.0338,0.0998,0.0874,0.7886,0.6995,0.0237,0.043,0.0826,0.1087,0.7742,0.6932,0.9981,0.8376,0.9965,0.8273,0.9968,0.9694,0.9541,0.9559,0.9588,0.936,0.9905,0.9583,0.9873,0.9362
"Acetyl-CoA","K00197",0,0.9883,4.1236,26.8814,27.059,49.5659,27.0109,0.9883,27.0782,0.9884,27.4036,0.9882,"Gaussian",0.6398,NA,-0.3586,0.7356,0.6263,-0.812,0.7385,0.2725,0.7022,-3.2672,-0.0497,0.0317,0.1761,-1.0031,0.9987,1.0963,0.8602,0.361,-0.2153,-0.4652,1.1244,0.9779,0.8483,0.6346,-1.5629,1.6886,0.9199,1.198,0.0905,0.1599,-0.5861,-1.0913,0.9987,1.1058,0.5578,0.3246,-1.1829,-0.5277,1.1244,0.9847,0.2937,0.5924,-1.8277,0.9417,0.9199,1.2108,0.048,0.4374,0.8304,0.6456,0.9732,0.8782,0.8071,0.7927,0.9692,0.8414,0.9238,0.9094,0.6015,0.5245,0.6642,0.8374
NA,"K00198",0,0.9971,7.6993,34.8921,35.0408,62.3657,35.5465,1,34.2931,1,34.3346,0.9882,"Gaussian",0.6029,NA,-0.5211,0.9327,0.5768,-0.4805,0.9363,0.6082,0.7199,-3.5193,-0.0205,0.2882,0.0008,-1.1458,1.2669,1.3907,0.9995,0.4107,0.601,-1.3656,1.4188,1.2341,0.6722,0.2695,-1.836,1.715,1.1683,1.5216,0.1173,0.2607,-0.4342,-0.5422,1.2669,1.4029,0.7321,0.6995,-1.3585,0.1934,1.4188,1.2426,0.3392,0.8765,-1.7906,1.7838,1.1683,1.5378,0.1266,0.2471,0.806,0.8225,0.9998,0.9383,0.8237,0.9298,0.9327,0.8561,0.8375,0.9748,0.6175,0.6261,0.7392,0.7258
"Acetyl-CoA","K00208",0,0.7544,0.7614,20.2923,16.7411,99.2735,16.4529,0.7544,17.4476,0.7791,16.7316,0.7294,"Gaussian",0.5851,NA,0.8863,1.4153,0.5317,-1.1776,1.4208,0.4079,-1.5997,-1.2414,0.0799,-0.6705,-0.5677,2.6429,1.918,2.1055,0.7675,0.2105,1.6578,0.2986,2.1619,1.8804,0.4439,0.8739,3.1646,-2.9784,1.7752,2.312,0.0758,0.1988,-2.3086,0.2168,1.918,2.1239,0.2298,0.9188,0.0728,-2.1362,2.1619,1.8934,0.9732,0.2602,-0.3982,-2.5146,1.7752,2.3367,0.8227,0.2828,0.7824,0.7218,0.9462,0.766,0.766,0.9869,0.8819,0.994,0.974,0.8373,0.578,0.9653,0.6934,0.7529
"Butyryl-CoA","K00209",0,0.8918,2.1355,19.2159,18.9081,44.5239,17.7774,0.8947,19.7375,0.8721,20.1935,0.9059,"log-Gaussian",0.5706,NA,0.0447,0.0398,0.2626,0.1026,0.04,0.0108,0.0518,-0.1094,-0.0024,-0.0259,0.0384,0.0519,0.054,0.0593,0.478,0.3821,0.0206,0.0631,0.0607,0.0528,0.7352,0.2334,0.0437,0.0462,0.0503,0.0656,0.3857,0.4816,0.1354,0.0625,0.054,0.0598,0.0128,0.2973,0.052,0.1414,0.0607,0.0532,0.3928,0.0083,0.1185,0.0751,0.0503,0.0663,0.0194,0.2583,0.6436,0.2334,0.8518,0.6698,0.8125,0.7812,0.9459,0.8757,0.8356,0.4214,0.8095,0.4242,0.8592,0.7384
NA,"K00215",0,1,29.554,168.9023,170.906,228.659,170.44,1,173.496,1,169.924,1,"Gaussian",0.4637,NA,-1.7331,2.1101,0.4121,-5.6637,2.1183,0.0079,2.2275,-1.4308,0.0349,0.597,1.0563,-5.0781,2.8531,3.1323,0.7115,0.1061,-1.8587,-1.6281,3.2159,2.7978,0.5638,0.5611,-3.0787,0.5562,2.6656,3.4715,0.2491,0.8728,-6.1857,-5.0351,2.8531,3.1597,0.031,0.1122,-8.724,-3.3152,3.2159,2.8171,0.0071,0.2403,-6.8106,-3.6851,2.6656,3.5086,0.0112,0.2945,0.7237,0.2092,0.9329,0.688,0.7322,0.7382,0.9056,0.4171,0.9048,0.8373,0.7291,0.3998,0.9746,0.7598
